BVH,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
4.  Phải thu dài hạn nội bộ,0,0,0,0,0
5. Phải thu về cho vay dài hạn,,,,,
6. Phải thu dài hạn khác,0,0,0,0,0
6.1 Ký quỹ bảo hiểm,25,68,0,28,28
6.2. Phải thu dài hạn khác,,,,,
7. Dự phòng phải thu dài hạn khó đòi,-132,-138,0,-399,-90
II. Tài sản cố định,"1,982","2,039","1,680","1,923","1,913"
1. Tài sản cố định hữu hình,880,918,"1,067",868,855
- Nguyên giá,"1,665","1,714","1,067","1,597","1,608"
- Giá trị hao mòn lũy kế,-785,-796,0,-730,-754
2. Tài sản cố định thuê tài chính,0,0,0,0,0
- Nguyên giá,0,0,0,0,0
- Giá trị hao mòn lũy kế,0,0,0,0,0
3. Tài sản cố định vô hình,784,787,613,769,765
- Nguyên giá,958,974,613,982,989
- Giá trị hao mòn lũy kế,-174,-187,0,-213,-225
III. Bất động sản đầu tư,23,23,23,23,23
- Nguyên giá,23,23,23,23,23
- Giá trị hao mòn lũy kế,0,0,0,0,0
IV. Tài sản dở dang dài hạn,,,,,
1. Chi phí xây dựng cơ bản dở dang,317,333,0,287,294
V. Đầu tư tài chính dài hạn,"18,838","19,236","30,451","20,538","21,999"
1. Đầu tư vào công ty con,0,0,0,0,0
"2. Đầu tư vào công ty liên kết, liên doanh",358,368,332,334,361
3. Đầu tư góp vốn vào đơn vị khác,,,,,
4. Dự phòng đầu tư tài chính dài hạn,-614,-596,0,-345,-354
5. Đầu tư nắm giữ đến ngày đáo hạn,,,,,
6. Đầu tư dài hạn khác,"19,094","19,463","30,120","20,550","21,992"
VI. Tài sản dài hạn khác,137,174,0,169,115
1. Chi phí trả trước dài hạn,56,62,0,55,43
2. Tài sản thuế thu nhập hoãn lại,41,25,0,80,36
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,,,,
4. Tài sản dài hạn khác,15,19,0,7,8
5. Lợi thế thương mại,0,0,0,0,0
VII. Lợi thế thương mại (áp dụng trước năm 2015),,,,,
VIII. Tài sản tài khoản riêng,,,,,
TỔNG CỘNG TÀI SẢN (270=100+200),"45,535","46,117","49,290","48,803","51,633"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=210+330),"32,430","32,006","34,858","34,263","37,692"
I. Nợ ngắn hạn,"4,392","3,838","34,858","6,483","7,829"
1. Vay và nợ ngắn hạn,0,939,"34,858","1,544",550
2. Phải trả người bán ngắn hạn,"3,000","1,758",0,"4,042","6,364"
2.1. Phải trả về hợp đồng bảo hiểm,,,,,
2.2. Phải trả khác cho người bán,,,,,
3. Người mua trả tiền trước ngắn hạn,10,6,0,8,7
4. Thuế và các khoản phải nộp Nhà nước,34,171,0,62,76
5. Phải trả công nhân viên,276,298,0,191,268
6. Chi phí phải trả ngắn hạn,48,36,0,35,38
7. Phải trả nội bộ ngắn hạn,0,0,0,0,0
8. Phải trả ngắn hạn khác,938,534,0,463,412
9. Doanh thu hoa hồng chưa được hưởng,,,,,
10. Dự phòng phải trả ngắn hạn,46,48,0,46,46
11. Quỹ khen thưởng phúc lợi,42,49,0,91,69
12. Giao dịch mua bán lại trái phiếu Chính phủ,0,0,0,0,0
13. Dự phòng nghiệp vụ,"20,499","21,007",0,"22,019","22,716"
13.1. Dự phòng phí bảo hiểm gốc và nhận tái bảo hiểm,"2,917","2,995",0,"2,082","2,189"
13.2. Dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,"1,298","1,511",0,"1,387","1,246"
13.3. Dự phòng dao động lớn,199,166,0,153,153
13.4 Dự phòng toán học,"14,759","15,177",0,"17,051","17,661"
13.5. Dự phòng chia lãi,"1,292","1,123",0,"1,305","1,426"
13.6. Dự phòng bảo đảm cân đối,34,36,0,39,41
14. Doanh thu chưa thực hiện ngắn hạn,,,,,
15. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,0,0
II. Nợ dài hạn,"7,538","7,160",0,"5,762","7,147"
1. Phải trả người bán dài hạn,0,0,0,0,0
2. Phải trả nội bộ dài hạn,0,0,0,0,0
3. Phải trả dài hạn khác,37,58,0,44,47
4. Vay và nợ thuê tài chính dài hạn,"7,447","7,102",0,"5,722","7,091"
5. Thuế thu nhập hoãn lại phải trả,9,0,0,-4,10
6. Dự phòng trợ cấp mất việc làm,45,0,0,0,0
7. Dự phòng phải trả dài hạn,0,0,0,0,0
8. Doanh thu chưa thực hiện dài hạn,0,0,0,0,0
9. Quỹ phát triển khoa học và công nghệ,0,0,0,0,0
III. Công nợ tài khoản riêng,,,,,
B. VỐN CHỦ SỞ HỮU (400=410+430),"11,770","12,048","12,406","12,523","11,835"
I. Vốn chủ sở hữu,"11,770","12,048","12,406","12,523","11,835"
1. Vốn góp của chủ sở hữu,"6,805","6,805","6,805","6,805","6,805"
- Cổ phiếu phổ thông có quyền biểu quyết,,,,,
- Cổ phiếu ưu đãi,,,,,
2. Thặng dư vốn cổ phần,"3,184","3,184","3,184","3,184","3,184"
3. Vốn khác của chủ sở hữu,0,0,0,0,0
4. Cổ phiếu quỹ,0,0,0,0,0
5. Chênh lệch đánh giá lại tài sản,0,0,827,0,0
6. Chênh lệch tỷ giá hối đoái,16,16,16,16,16
7. Quỹ đầu tư phát triển,18,20,20,20,20
8. Quỹ dự phòng tài chính,25,30,30,30,30
9. Quỹ dự trữ bắt buộc,149,163,175,185,194
10. Quỹ khác thuộc vốn chủ sở hữu,104,104,104,104,104
11. Lợi nhuận sau thuế chưa phân phối,"1,469","1,726","1,246","2,179","1,482"
- LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,
- LNST chưa phân phối kỳ này,,,,,
12. Lợi ích cổ đông không kiểm soát,,,,,
13. Nguồn vốn đầu tư XDCB,0,0,0,0,0
14. Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,0,0
II. Nguồn kinh phí và quỹ khác,0,0,0,0,0
1. Nguồn kinh phí,0,0,0,0,0
2. Nguồn kinh phí đã hình thành TSCĐ,0,0,0,0,0
C. LỢI ÍCH CỦA CỔ ĐÔNG KHÔNG KIỂM SOÁT,"1,335","2,063","2,026","2,017","2,105"
TỔNG CỘNG NGUỒN VỐN (440=300+400+500),"45,535","46,117","49,290","48,803","51,633"
