BVH,Q3/2022,Q4/2022,Q1/2023,Q2/2023,Q3/2023
12. Chi khác hoạt động kinh doanh bảo hiểm,"1,682","1,598","1,710","1,380","1,398"
- Chi hoa hồng bảo hiểm,693,688,714,613,578
- Chi phí khác hoạt động kinh doanh bảo hiểm,"1,682","1,598","1,710","1,380","1,398"
+ Chi khác hoạt động kinh doanh bảo hiểm gốc,"1,682","1,598","1,310","1,070","1,398"
• Chi giám định tổn thất,,,,,
• Chi đòi người thứ 3,,,,,
• Chi xử lý hàng bồi thường 100%,,,,,
• Chi đánh giá rủi ro của đối tượng bảo hiểm,,,,,
"• Chi đề phòng hạn chế rủi ro, tổn thất",,,,,
• Chi khác,386,420,,,337
+ Chi khác hoạt động kinh doanh nhận tái bảo hiểm,,,399,310,
• Chi hoa hồng nhận tái bảo hiểm,,,,,
• Chi đánh giá rủi ro của đối tượng bảo hiểm,,,,,
• Chi khác,,,399,310,
+ Chi hoạt động nhượng tái bảo hiểm,,,,,
+ Chi phí trực tiếp kinh doanh hoạt động khác,,,,,
13. Tổng chi phí hoạt động kinh doanh bảo hiểm,"10,633","11,488","10,554","11,107","11,004"
"13.1. Giá vốn cung cấp hàng hóa, dịch vụ khác",,,,,
14. Lợi nhuận gộp hoạt động kinh doanh bảo hiểm,-584,-900,-707,"-1,215","-1,278"
"14.1. Lợi nhuận gộp cung cấp hàng hóa, dịch vụ khác",,,,,
14.2. Lợi nhuận thuần hoạt động kinh doanh bảo hiểm,-584,-900,-707,"-1,215","-1,278"
15. Doanh thu kinh doanh bất động sản đầu tư,,,,,
16. Giá vốn bất động sản đầu tư,,,,,
17. Lợi nhuận từ hoạt động đầu tư bất động sản (22=20-21),,,,,
18. Doanh thu hoạt động tài chính,"2,474","2,662","3,125","3,612","3,514"
19. Chi hoạt động tài chính,432,521,631,913,665
- Dự phòng toán học trích lãi từ đầu tư,,,,,
- Dự phòng chia lãi,,,,,
- Chi khác hoạt động tài chính,,,,,
20. Lợi nhuận gộp hoạt động tài chính,"2,041","2,141","2,494","2,699","2,849"
Chi phí bán hàng,603,490,596,457,484
21. Chi phí quản lý doanh nghiệp,987,810,"1,163","1,005","1,064"
22. Lợi nhuận thuần từ hoạt động kinh doanh,-133,-60,28,22,24
23. Thu nhập khác,145,143,116,159,171
24. Chi phí  khác,133,149,104,150,151
25. Lợi nhuận khác,12,-6,12,9,20
Phần lợi nhuận/lỗ từ công ty liên kết liên doanh,21,11,21,25,21
26. Tổng lợi nhuận kế toán trước thuế,503,435,657,512,548
Các khoản điều chỉnh tăng (+) hoặc giảm (-) lợi nhuận để xác định lợi nhuận chịu thuế TNDN,,,,,
Tổng lợi nhuận trước thuế thu nhập doanh nghiệp,503,435,657,512,548
Dự phòng đảm bảo cân đối,,,,,
Lợi nhuận chịu thuế thu nhập doanh nghiệp,503,435,657,512,548
27. Chi phí thuế thu nhập hiện hành,93,84,112,85,86
28. Chi phí thuế thu nhập hoãn lại,2,-1,-1,0,1
29. Lợi nhuận sau thuế thu nhập doanh nghiệp,408,352,546,427,460
30. Lợi ích của cổ đông thiểu số,24,11,18,21,27
31. Lợi nhuận sau thuế của cổ đông của Công ty mẹ,384,342,528,405,434
32. Lãi cơ bản trên cổ phiếu.,518,460,711,546,584
