BVH,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021
1. Chi phí trả trước ngắn hạn,640,572,612,633,568
1.1. Chi phí hoa hồng chưa phân bổ,579,529,578,602,525
1.2. Chi phí trả trước ngắn hạn khác,61,43,34,31,42
2. Thuế GTGT còn được khấu trừ,26,26,25,25,24
3. Thuế và các khoản khác phải thu của nhà nước,2,0,1,0,1
4. Giao dịch mua bán lại trái phiếu Chính phủ,0,0,0,,
5. Tài sản ngắn hạn khác,12,16,16,10,11
VIII. Tài sản tái bảo hiểm,"2,791","2,449","2,282","2,232","2,083"
1. Dự phòng phí nhượng tái bảo hiểm,"1,620","1,329","1,209","1,045","1,002"
2. Dự phòng bồi thường nhượng tái bảo hiểm,"1,171","1,120","1,073","1,187","1,082"
B. TÀI SẢN DÀI HẠN (200=210+220+240+250+260+270),"44,444","42,290","45,065","54,492","50,606"
I. Các khoản phải thu dài hạn,69,68,68,69,69
1. Phải thu dài hạn của khách hàng,0,0,0,,
2. Trả trước cho người bán dài hạn,0,0,0,,
3. Vốn kinh doanh ở các đơn vị trực thuộc,0,0,0,,
4.  Phải thu dài hạn nội bộ,0,0,0,,
5. Phải thu về cho vay dài hạn,0,0,0,,
6. Phải thu dài hạn khác,69,68,68,69,69
6.1 Ký quỹ bảo hiểm,0,0,0,,
6.2. Phải thu dài hạn khác,69,68,68,69,69
7. Dự phòng phải thu dài hạn khó đòi,0,0,0,,
II. Tài sản cố định,"1,895","1,864","1,827","1,788","1,743"
1. Tài sản cố định hữu hình,916,902,882,860,830
- Nguyên giá,"2,284","2,302","2,314","2,317","2,321"
- Giá trị hao mòn lũy kế,"-1,368","-1,399","-1,432","-1,458","-1,491"
2. Tài sản cố định thuê tài chính,0,0,0,,
- Nguyên giá,0,0,0,,
- Giá trị hao mòn lũy kế,0,0,0,,
3. Tài sản cố định vô hình,979,962,945,928,913
- Nguyên giá,"1,429","1,429","1,429","1,429","1,431"
- Giá trị hao mòn lũy kế,-450,-467,-484,-501,-518
III. Bất động sản đầu tư,45,45,45,45,45
- Nguyên giá,45,45,45,45,45
- Giá trị hao mòn lũy kế,0,0,0,,
IV. Tài sản dở dang dài hạn,427,483,534,556,595
1. Chi phí xây dựng cơ bản dở dang,427,483,534,556,595
V. Đầu tư tài chính dài hạn,"41,707","39,542","42,334","51,803","47,961"
1. Đầu tư vào công ty con,0,0,0,,
"2. Đầu tư vào công ty liên kết, liên doanh","2,862","2,823","2,837","2,845","2,849"
3. Đầu tư góp vốn vào đơn vị khác,929,929,953,"1,043","1,047"
4. Dự phòng đầu tư tài chính dài hạn,-262,-229,-211,-121,-122
5. Đầu tư nắm giữ đến ngày đáo hạn,"38,179","36,020","38,755","48,036","44,186"
6. Đầu tư dài hạn khác,0,0,0,,
VI. Tài sản dài hạn khác,300,288,257,230,193
1. Chi phí trả trước dài hạn,253,246,228,202,164
2. Tài sản thuế thu nhập hoãn lại,31,25,15,12,13
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,0,,
4. Tài sản dài hạn khác,16,17,15,15,16
5. Lợi thế thương mại,0,0,0,,
VII. Lợi thế thương mại (áp dụng trước năm 2015),,,,,
VIII. Tài sản tài khoản riêng,,,,,
TỔNG CỘNG TÀI SẢN (270=100+200),"133,330","137,839","144,961","147,283","146,603"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=210+330),"113,321","117,350","124,042","126,515","125,336"
I. Nợ ngắn hạn,"112,481","116,772","23,565","20,681","14,724"
1. Vay và nợ ngắn hạn,0,238,397,895,"1,095"
2. Phải trả người bán ngắn hạn,"3,627","3,245","2,352","3,712","2,737"
2.1. Phải trả về hợp đồng bảo hiểm,"3,602","3,237","2,320","3,637","2,711"
2.2. Phải trả khác cho người bán,25,9,32,75,26
3. Người mua trả tiền trước ngắn hạn,8,10,13,215,15
4. Thuế và các khoản phải nộp Nhà nước,61,52,63,116,174
5. Phải trả công nhân viên,429,603,841,951,540
6. Chi phí phải trả ngắn hạn,104,130,89,29,71
7. Phải trả nội bộ ngắn hạn,0,221,0,,
8. Phải trả ngắn hạn khác,556,791,735,682,812
9. Doanh thu hoa hồng chưa được hưởng,158,117,106,86,79
10. Dự phòng phải trả ngắn hạn,0,18,0,,
11. Quỹ khen thưởng phúc lợi,87,125,156,69,119
12. Giao dịch mua bán lại trái phiếu Chính phủ,"17,036","16,429","18,610","13,684","8,884"
13. Dự phòng nghiệp vụ,"90,228","94,792",0,,
13.1. Dự phòng phí bảo hiểm gốc và nhận tái bảo hiểm,"5,249","4,896","5,034","4,970","5,019"
13.2. Dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,"2,645","2,589","2,468","2,568","2,469"
13.3. Dự phòng dao động lớn,13,25,36,36,"2,864"
13.4 Dự phòng toán học,"79,217","84,118","89,142","93,098","97,600"
13.5. Dự phòng chia lãi,"1,857","1,901","1,955","1,935","1,943"
13.6. Dự phòng bảo đảm cân đối,"1,247","1,263","1,287","2,659",157
14. Doanh thu chưa thực hiện ngắn hạn,189,0,204,241,198
15. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,,
II. Nợ dài hạn,840,577,555,567,560
1. Phải trả người bán dài hạn,0,0,0,,
2. Phải trả nội bộ dài hạn,0,0,0,,
3. Phải trả dài hạn khác,229,237,242,247,259
4. Vay và nợ thuê tài chính dài hạn,608,337,308,316,297
5. Thuế thu nhập hoãn lại phải trả,3,4,5,5,4
6. Dự phòng trợ cấp mất việc làm,0,0,0,,
7. Dự phòng phải trả dài hạn,0,0,0,,
8. Doanh thu chưa thực hiện dài hạn,0,0,0,,
9. Quỹ phát triển khoa học và công nghệ,0,0,0,,
III. Công nợ tài khoản riêng,,,,,
B. VỐN CHỦ SỞ HỮU (400=410+430),"20,009","20,489","20,919","20,769","21,267"
I. Vốn chủ sở hữu,"20,009","20,489","20,919","20,769","21,267"
1. Vốn góp của chủ sở hữu,"7,423","7,423","7,423","7,423","7,423"
- Cổ phiếu phổ thông có quyền biểu quyết,"7,423","7,423","7,423","7,423","7,423"
- Cổ phiếu ưu đãi,0,0,0,,
2. Thặng dư vốn cổ phần,"7,310","7,310","7,310","7,310","7,310"
3. Vốn khác của chủ sở hữu,0,0,0,,
4. Cổ phiếu quỹ,0,0,0,,
5. Chênh lệch đánh giá lại tài sản,0,0,0,,
6. Chênh lệch tỷ giá hối đoái,15,15,15,15,15
7. Quỹ đầu tư phát triển,0,0,961,967,967
8. Quỹ dự phòng tài chính,803,960,0,,
9. Quỹ dự trữ bắt buộc,489,499,512,524,538
10. Quỹ khác thuộc vốn chủ sở hữu,104,104,104,104,104
11. Lợi nhuận sau thuế chưa phân phối,"3,142","3,421","3,828","3,670","4,125"
- LNST chưa phân phối lũy kế đến cuối kỳ trước,"3,037","2,767","2,781","2,187","3,670"
- LNST chưa phân phối kỳ này,105,654,"1,047","1,483",454
12. Lợi ích cổ đông không kiểm soát,723,757,766,755,785
13. Nguồn vốn đầu tư XDCB,0,0,0,,
14. Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,,
II. Nguồn kinh phí và quỹ khác,0,0,0,,
1. Nguồn kinh phí,0,0,0,,
2. Nguồn kinh phí đã hình thành TSCĐ,0,0,0,,
C. LỢI ÍCH CỦA CỔ ĐÔNG KHÔNG KIỂM SOÁT,0,0,0,,
TỔNG CỘNG NGUỒN VỐN (440=300+400+500),"133,330","137,839","144,961","147,283","146,603"
