SSI,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
Thuế và các khoản khác phải thu của nhà nước,0,,0,,
Giao dịch mua bán lại trái phiếu Chính phủ (TS),0,,0,,
5. Tài sản ngắn hạn khác,127,115,46,3,3
6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,0,,0,,
B. TÀI SẢN DÀI HẠN,"1,580","1,536","1,524","1,253","2,416"
I. Tài sản tài chính dài hạn,966,943,"1,037",748,"1,908"
1. Các khoản phải thu dài hạn,0,,0,,
1.1. Phải thu dài hạn của khách hàng,0,,0,,
1.2. Vốn kinh doanh ở các đơn vị trực thuộc,0,,0,,
1.3.  Phải thu dài hạn nội bộ,0,,0,,
1.4. Phải thu dài hạn khác,0,,0,,
1.5. Dự phòng phải thu dài hạn khó đòi,0,,0,,
2. Các khoản đầu tư,966,943,"1,037",748,"1,908"
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,155,130,201,,"1,153"
2.2. Đầu tư vào công ty con,0,,0,,
"2.3 Đầu tư vào công ty liên kết, liên doanh",811,813,837,748,755
2.4 Đầu tư chứng khoán dài hạn,0,,0,,
- Chứng khoán sẵn sàng để bán,0,,0,,
- Chứng khoán nắm giữ đến ngày đáo hạn,0,,0,,
2.5 Đầu tư dài hạn khác,0,,0,,
2.6 Dự phòng giảm giá đầu tư dài hạn,0,,0,,
II. Tài sản cố định,148,161,48,114,122
1. Tài sản cố định hữu hình,29,33,31,75,87
- Nguyên giá,109,115,113,158,174
- Giá trị hao mòn lũy kế,-80,-82,-82,-83,-87
- Đánh giá TSCĐHH theo giá trị hợp lý,0,,0,,
2. Tài sản cố định thuê tài chính,0,,0,,
- Nguyên giá,0,,0,,
- Giá trị hao mòn lũy kế,0,,0,,
- Đánh giá TSCĐTTC theo giá trị hợp lý,0,,0,,
3. Tài sản cố định vô hình,119,128,17,38,35
- Nguyên giá,176,187,77,100,99
- Giá trị hao mòn lũy kế,-57,-59,-60,-62,-64
- Đánh giá TSCĐVH theo giá trị hợp lý,0,,0,,
III. Bất động sản đầu tư,254,218,217,217,218
- Nguyên giá,314,273,274,276,280
- Giá trị hao mòn lũy kế,-60,-55,-57,-59,-63
- Đánh giá BĐSĐT theo giá trị hợp lý,0,,0,,
IV. Chi phí xây dựng cơ bản dở dang,51,47,50,4,4
V. Tài sản dài hạn khác,161,167,171,170,164
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",19,19,21,23,24
2. Chi phí trả trước dài hạn,35,36,34,39,33
3. Tài sản thuế thu nhập hoãn lại,72,77,82,74,72
4. Tiền nộp Quỹ hỗ trợ thanh toán,20,20,20,20,20
5. Tài sản dài hạn khác,15,,0,,
6. Lợi thế thương mại,0,15,15,15,15
VI. Dự phòng suy giảm giá trị tài sản dài hạn,0,,0,,
TỔNG CỘNG TÀI SẢN (270=100+200),"17,352","18,764","20,873","20,473","23,413"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"8,450","10,148","11,863","11,324","13,901"
I. Nợ ngắn hạn,"7,818","9,354","10,633","10,112","12,678"
1. Vay và nợ thuê tài chính ngắn hạn,"6,818","8,504","8,539","8,344","10,623"
1.1. Vay ngắn hạn,"6,818","8,504","8,539","8,344","10,623"
1.2 Nợ thuê tài sản tài chính ngắn hạn,0,,0,,
2. Vay tài sản tài chính ngắn hạn,0,,0,,
3. Trái phiếu chuyển đổi ngắn hạn,0,,0,,
4. Trái phiếu phát hành ngắn hạn,200,200,460,460,255
5. Vay quỹ hỗ trợ thanh toán,0,,0,,
6. Phải trả hoạt động giao dịch chứng khoán,272,,3,14,0
7. Phải trả về lỗi giao dịch các tài sản tài chính,0,,0,,
8. Phải trả người bán ngắn hạn,4,8,15,8,10
9. Người mua trả tiền trước ngắn hạn,5,5,25,56,57
10. Thuế và các khoản phải nộp Nhà nước,56,132,140,114,114
11. Phải trả người lao động,4,39,25,25,14
12. Các khoản trích nộp phúc lợi nhân viên,0,0,0,0,0
13. Chi phí phải trả ngắn hạn,66,93,85,135,106
14. Phải trả nội bộ ngắn hạn,0,,0,,
15. Doanh thu chưa thực hiện ngắn hạn,0,,0,,0
"16. Nhận ký quỹ, ký cược ngắn hạn",0,,0,,1
"17. Các khoản phải trả, phải nộp khác ngắn hạn",207,189,"1,194",731,"1,277"
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",0,,0,,
Phải trả tổ chức phát hành chứng khoán,0,,0,,
18. Dự phòng phải trả ngắn hạn,0,,0,,
Giao dịch mua bán lại trái phiếu chính phủ,0,,0,,
19. Quỹ khen thưởng phúc lợi,187,185,147,225,223
II. Nợ dài hạn,631,794,"1,230","1,213","1,222"
1. Vay và nợ thuê tài chính dài hạn,0,,0,,
1.1. Vay dài hạn,0,,0,,
1.2 Nợ thuê tài sản tài chính dài hạn,0,,0,,
2. Vay tài sản tài chính dài hạn,0,,0,,
3. Trái phiếu chuyển đổi dài hạn,0,,"1,042","1,051","1,059"
4. Trái phiếu phát hành dài hạn,569,569,0,,
5. Phải trả người bán dài hạn,0,,0,,
6. Người mua trả tiền trước dài hạn,0,,0,2,2
7. Chi phí phải trả dài hạn,0,,0,,
8. Phải trả nội bộ dài hạn,0,,0,,
9. Doanh thu chưa thực hiện dài hạn,34,34,34,38,38
"10. Nhận ký quỹ, ký cược dài hạn",0,,0,,
"11. Phải trả, phải nộp khác dài hạn",0,,0,,
Vốn nhận ủy thác đầu tư dài hạn,0,,0,,
Dự phòng trợ cấp mất việc làm,0,,0,,
12. Dự phòng phải trả dài hạn,0,,0,,
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,0,,0,,
14. Thuế thu nhập hoãn lại phải trả,29,191,155,122,122
15. Quỹ phát triển khoa học và công nghệ,0,,0,,
B. VỐN CHỦ SỞ HỮU (400=410+420),"8,903","8,616","9,010","9,149","9,512"
I. Vốn chủ sở hữu,"8,903","8,616","9,010","9,149","9,512"
1. Vốn đầu tư của chủ sở hữu,"4,928","5,028","5,142","5,142","5,135"
1.1. Vốn góp của chủ sở hữu,"4,901","5,001","5,001","5,001","5,001"
a. Cổ phiếu phổ thông,"4,901","5,001","5,001","5,001","5,001"
b. Cổ phiếu ưu đãi,0,,0,,
1.2. Thặng dư vốn cổ phần,29,29,29,29,29
1.3. Quyền chọn chuyển đổi trái phiếu,0,,114,114,114
1.4. Vốn khác của chủ sở hữu,0,,0,,
1.5. Cổ phiếu quỹ,-2,-2,-2,-2,-9
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,868,638,516,446,430
3. Chênh lệch tỷ giá hối đoái,34,33,35,37,43
4. Quỹ dự trữ điều lệ,355,355,355,412,412
Quỹ đầu tư phát triển,0,,0,,
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,271,271,271,328,328
6. Quỹ khác thuộc vốn chủ sở hữu,0,,0,,
7. Lợi nhuận sau thuế chưa phân phối,"2,369","2,213","2,614","2,717","3,097"
7.1. Lợi nhuận đã thực hiện,"2,402","2,236","2,703","2,917","3,194"
7.2. Lợi nhuận chưa thực hiện,-33,-23,-89,-200,-97
Nguồn vốn đầu tư XDCB,0,,0,,
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,,0,,
8. Lợi ích cổ đông không nắm quyền kiểm soát,77,78,78,68,67
II. Nguồn kinh phí và quỹ khác,0,,0,,
1. Nguồn kinh phí,0,,0,,
2. Nguồn kinh phí đã hình thành TSCĐ,0,,0,,
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"17,352","18,764","20,873","20,473","23,413"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,0,,0,,
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,0,,0,,
