SSI,Q4/2013,Q1/2014,Q2/2014,Q3/2014,Q4/2014
Dự phòng giảm giá hàng tồn kho,,,,,
II. Tài sản ngắn hạn khác,4,21,22,19,19
1. Tạm ứng,,,,,
"2. Vật tư văn phòng, công cụ, dụng cụ",,,,,
3. Chi phí trả trước ngắn hạn,2,6,6,4,5
"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,,,,
8. Thuế GTGT còn được khấu trừ,0,0,0,0,0
Thuế và các khoản khác phải thu của nhà nước,,,,,
Giao dịch mua bán lại trái phiếu Chính phủ (TS),,,,,
5. Tài sản ngắn hạn khác,2,15,15,14,13
6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,,,,,
B. TÀI SẢN DÀI HẠN,"3,238","3,241","2,606","2,570","2,502"
I. Tài sản tài chính dài hạn,,,,,
1. Các khoản phải thu dài hạn,,,,,
1.1. Phải thu dài hạn của khách hàng,,,,,
1.2. Vốn kinh doanh ở các đơn vị trực thuộc,,,,,
1.3.  Phải thu dài hạn nội bộ,,,,,
1.4. Phải thu dài hạn khác,,,,,
1.5. Dự phòng phải thu dài hạn khó đòi,,,,,
2. Các khoản đầu tư,"2,767","2,770","2,127","2,067","1,995"
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,,,,,
2.2. Đầu tư vào công ty con,,,,,
"2.3 Đầu tư vào công ty liên kết, liên doanh","1,350","1,028",960,955,"1,044"
2.4 Đầu tư chứng khoán dài hạn,"1,046","1,370",839,876,820
- Chứng khoán sẵn sàng để bán,"1,046","1,370",839,876,820
- Chứng khoán nắm giữ đến ngày đáo hạn,,,,,
2.5 Đầu tư dài hạn khác,539,539,539,539,539
2.6 Dự phòng giảm giá đầu tư dài hạn,-168,-167,-210,-303,-408
II. Tài sản cố định,135,135,137,140,139
1. Tài sản cố định hữu hình,20,18,19,19,19
- Nguyên giá,79,79,82,84,86
- Giá trị hao mòn lũy kế,-60,-61,-63,-65,-67
- Đánh giá TSCĐHH theo giá trị hợp lý,,,,,
2. Tài sản cố định thuê tài chính,,,,,
- Nguyên giá,,,,,
- Giá trị hao mòn lũy kế,,,,,
- Đánh giá TSCĐTTC theo giá trị hợp lý,,,,,
3. Tài sản cố định vô hình,116,118,118,121,120
- Nguyên giá,157,160,161,165,166
- Giá trị hao mòn lũy kế,-41,-42,-43,-45,-46
- Đánh giá TSCĐVH theo giá trị hợp lý,,,,,
III. Bất động sản đầu tư,261,259,257,254,252
- Nguyên giá,284,284,284,284,284
- Giá trị hao mòn lũy kế,-23,-25,-27,-29,-31
- Đánh giá BĐSĐT theo giá trị hợp lý,,,,,
IV. Chi phí xây dựng cơ bản dở dang,,,0,,
V. Tài sản dài hạn khác,75,77,85,109,116
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",,,,,
2. Chi phí trả trước dài hạn,0,1,0,0,1
3. Tài sản thuế thu nhập hoãn lại,51,51,58,82,88
4. Tiền nộp Quỹ hỗ trợ thanh toán,17,20,20,20,20
5. Tài sản dài hạn khác,6,6,6,6,6
6. Lợi thế thương mại,,,,,
VI. Dự phòng suy giảm giá trị tài sản dài hạn,,,,,
TỔNG CỘNG TÀI SẢN (270=100+200),"7,705","9,648","11,092","10,213","8,914"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"2,380","4,148","5,693","4,539","3,141"
I. Nợ ngắn hạn,"2,354","4,126","5,662","4,510","3,113"
1. Vay và nợ thuê tài chính ngắn hạn,359,462,528,"1,351","1,506"
1.1. Vay ngắn hạn,,,,,
1.2 Nợ thuê tài sản tài chính ngắn hạn,,,,,
2. Vay tài sản tài chính ngắn hạn,,,,,
3. Trái phiếu chuyển đổi ngắn hạn,,,,,
4. Trái phiếu phát hành ngắn hạn,,,,,
5. Vay quỹ hỗ trợ thanh toán,,,,,
6. Phải trả hoạt động giao dịch chứng khoán,"1,137","1,468","1,905","1,735","1,098"
7. Phải trả về lỗi giao dịch các tài sản tài chính,,,,,
8. Phải trả người bán ngắn hạn,1,1,1,2,4
9. Người mua trả tiền trước ngắn hạn,151,70,71,70,72
10. Thuế và các khoản phải nộp Nhà nước,36,72,75,90,49
11. Phải trả người lao động,3,20,3,3,4
12. Các khoản trích nộp phúc lợi nhân viên,,,,,
13. Chi phí phải trả ngắn hạn,8,32,28,38,11
14. Phải trả nội bộ ngắn hạn,,,,,
15. Doanh thu chưa thực hiện ngắn hạn,0,0,0,0,
"16. Nhận ký quỹ, ký cược ngắn hạn",,,,,
"17. Các khoản phải trả, phải nộp khác ngắn hạn",539,"1,917","2,585",752,254
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",11,7,361,364,10
Phải trả tổ chức phát hành chứng khoán,1,1,1,1,2
18. Dự phòng phải trả ngắn hạn,17,,,,
Giao dịch mua bán lại trái phiếu chính phủ,,,,,
19. Quỹ khen thưởng phúc lợi,90,77,105,104,105
II. Nợ dài hạn,26,22,31,29,28
1. Vay và nợ thuê tài chính dài hạn,,,,,
1.1. Vay dài hạn,,,,,
1.2 Nợ thuê tài sản tài chính dài hạn,,,,,
2. Vay tài sản tài chính dài hạn,,,,,
3. Trái phiếu chuyển đổi dài hạn,,,,,
4. Trái phiếu phát hành dài hạn,,,,,
5. Phải trả người bán dài hạn,,,,,
6. Người mua trả tiền trước dài hạn,,,,,
7. Chi phí phải trả dài hạn,,,,,
8. Phải trả nội bộ dài hạn,,,,,
9. Doanh thu chưa thực hiện dài hạn,,,,,
"10. Nhận ký quỹ, ký cược dài hạn",,,,,
"11. Phải trả, phải nộp khác dài hạn",1,1,1,1,1
Vốn nhận ủy thác đầu tư dài hạn,,21,,,
Dự phòng trợ cấp mất việc làm,,,,,
12. Dự phòng phải trả dài hạn,,,,,
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,,,,,
14. Thuế thu nhập hoãn lại phải trả,25,,31,29,27
15. Quỹ phát triển khoa học và công nghệ,,,,,
B. VỐN CHỦ SỞ HỮU (400=410+420),"5,242","5,418","5,316","5,590","5,691"
I. Vốn chủ sở hữu,"5,242","5,418","5,316","5,590","5,691"
1. Vốn đầu tư của chủ sở hữu,,,,,
1.1. Vốn góp của chủ sở hữu,"3,538","3,538","3,538","3,538","3,538"
a. Cổ phiếu phổ thông,,,,,
b. Cổ phiếu ưu đãi,,,,,
1.2. Thặng dư vốn cổ phần,345,345,345,342,342
1.3. Quyền chọn chuyển đổi trái phiếu,,,,,
1.4. Vốn khác của chủ sở hữu,-5,-5,-4,-4,-4
1.5. Cổ phiếu quỹ,-89,-89,-89,,0
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,,,,,
3. Chênh lệch tỷ giá hối đoái,,,,,
4. Quỹ dự trữ điều lệ,,,,,
Quỹ đầu tư phát triển,,,,,
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,336,336,373,373,373
6. Quỹ khác thuộc vốn chủ sở hữu,,,,,
7. Lợi nhuận sau thuế chưa phân phối,"1,118","1,293","1,153","1,341","1,442"
7.1. Lợi nhuận đã thực hiện,,,,,
7.2. Lợi nhuận chưa thực hiện,,,,,
Nguồn vốn đầu tư XDCB,,,,,
Quỹ hỗ trợ sắp xếp doanh nghiệp,,,,,
8. Lợi ích cổ đông không nắm quyền kiểm soát,83,83,83,83,83
II. Nguồn kinh phí và quỹ khác,,,,,
1. Nguồn kinh phí,,,,,
2. Nguồn kinh phí đã hình thành TSCĐ,,,,,
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"7,705","9,648","11,092","10,213","8,914"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,,,,,
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,,,,,
