SSI,Q1/2015,Q2/2015,Q3/2015,Q4/2015,Q1/2016
11. Phải thu về lỗi giao dịch chứng khoán,,,,,0
12. Các khoản phải thu khác,39,33,39,39,16
13. Dự phòng suy giảm giá trị các khoản phải thu,,,,,-3
Dự phòng các khoản phải thu ngắn hạn khó đòi,-3,-3,-3,-3,0
Phải thu khách hàng,"2,322","2,383","2,579","3,646",0
Hàng tồn kho,,,0,,0
Hàng tồn kho (chi tiết),,,0,,0
Dự phòng giảm giá hàng tồn kho,,,0,,0
II. Tài sản ngắn hạn khác,22,130,78,242,243
1. Tạm ứng,,,,,6
"2. Vật tư văn phòng, công cụ, dụng cụ",,,,,0
3. Chi phí trả trước ngắn hạn,9,6,8,9,6
"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,,,,1
8. Thuế GTGT còn được khấu trừ,0,,0,,0
Thuế và các khoản khác phải thu của nhà nước,,,0,,0
Giao dịch mua bán lại trái phiếu Chính phủ (TS),,,0,,0
5. Tài sản ngắn hạn khác,13,125,70,233,229
6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,,,,,0
B. TÀI SẢN DÀI HẠN,"2,657","2,639","2,492","2,453","1,447"
I. Tài sản tài chính dài hạn,,,,,955
1. Các khoản phải thu dài hạn,,,0,,0
1.1. Phải thu dài hạn của khách hàng,,,0,,0
1.2. Vốn kinh doanh ở các đơn vị trực thuộc,,,0,,0
1.3.  Phải thu dài hạn nội bộ,,,0,,0
1.4. Phải thu dài hạn khác,,,0,,0
1.5. Dự phòng phải thu dài hạn khó đòi,,,0,,0
2. Các khoản đầu tư,"2,138","1,950","1,800","1,961",955
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,,,,,300
2.2. Đầu tư vào công ty con,,,0,,0
"2.3 Đầu tư vào công ty liên kết, liên doanh","1,089","1,010",753,637,655
2.4 Đầu tư chứng khoán dài hạn,843,598,"1,054","1,406",0
- Chứng khoán sẵn sàng để bán,843,598,"1,054","1,406",0
- Chứng khoán nắm giữ đến ngày đáo hạn,,,0,,0
2.5 Đầu tư dài hạn khác,639,457,109,65,0
2.6 Dự phòng giảm giá đầu tư dài hạn,-433,-114,-116,-147,0
II. Tài sản cố định,137,134,134,132,135
1. Tài sản cố định hữu hình,18,16,16,15,15
- Nguyên giá,87,86,88,87,89
- Giá trị hao mòn lũy kế,-69,-70,-72,-72,-74
- Đánh giá TSCĐHH theo giá trị hợp lý,,,,,0
2. Tài sản cố định thuê tài chính,,,0,,0
- Nguyên giá,,,0,,0
- Giá trị hao mòn lũy kế,,,0,,0
- Đánh giá TSCĐTTC theo giá trị hợp lý,,,,,0
3. Tài sản cố định vô hình,119,118,118,117,120
- Nguyên giá,166,167,167,168,172
- Giá trị hao mòn lũy kế,-47,-48,-49,-51,-52
- Đánh giá TSCĐVH theo giá trị hợp lý,,,,,0
III. Bất động sản đầu tư,264,265,271,268,263
- Nguyên giá,297,301,312,312,308
- Giá trị hao mòn lũy kế,-34,-36,-41,-43,-45
- Đánh giá BĐSĐT theo giá trị hợp lý,,,,,0
IV. Chi phí xây dựng cơ bản dở dang,,,0,0,0
V. Tài sản dài hạn khác,118,290,287,91,93
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",,,,,17
2. Chi phí trả trước dài hạn,2,1,2,2,4
3. Tài sản thuế thu nhập hoãn lại,90,32,29,51,52
4. Tiền nộp Quỹ hỗ trợ thanh toán,20,20,20,20,20
5. Tài sản dài hạn khác,6,236,236,17,0
6. Lợi thế thương mại,,,0,,0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,,,,,0
TỔNG CỘNG TÀI SẢN (270=100+200),"9,985","10,878","11,692","13,397","12,521"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"4,038","4,639","5,297","6,670","5,661"
I. Nợ ngắn hạn,"3,505","3,788","4,570","5,947","4,938"
1. Vay và nợ thuê tài chính ngắn hạn,"1,468","1,456","2,537","3,914","4,302"
1.1. Vay ngắn hạn,,,,,"4,302"
1.2 Nợ thuê tài sản tài chính ngắn hạn,,,,,0
2. Vay tài sản tài chính ngắn hạn,,,,,0
3. Trái phiếu chuyển đổi ngắn hạn,,,,,0
4. Trái phiếu phát hành ngắn hạn,,,,,0
5. Vay quỹ hỗ trợ thanh toán,,,,,0
6. Phải trả hoạt động giao dịch chứng khoán,"1,490","1,688","1,641","1,551",224
7. Phải trả về lỗi giao dịch các tài sản tài chính,,,,,0
8. Phải trả người bán ngắn hạn,1,1,1,5,2
9. Người mua trả tiền trước ngắn hạn,104,64,11,5,5
10. Thuế và các khoản phải nộp Nhà nước,56,38,66,92,46
11. Phải trả người lao động,3,3,3,4,4
12. Các khoản trích nộp phúc lợi nhân viên,,,,,0
13. Chi phí phải trả ngắn hạn,18,39,47,63,44
14. Phải trả nội bộ ngắn hạn,,,0,,0
15. Doanh thu chưa thực hiện ngắn hạn,0,0,0,,0
"16. Nhận ký quỹ, ký cược ngắn hạn",,,,,0
"17. Các khoản phải trả, phải nộp khác ngắn hạn",202,367,133,187,219
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",74,13,6,10,0
Phải trả tổ chức phát hành chứng khoán,7,1,7,1,0
18. Dự phòng phải trả ngắn hạn,,,0,,0
Giao dịch mua bán lại trái phiếu chính phủ,,,0,,0
19. Quỹ khen thưởng phúc lợi,82,118,117,116,93
II. Nợ dài hạn,533,852,727,723,722
1. Vay và nợ thuê tài chính dài hạn,500,800,688,688,0
1.1. Vay dài hạn,,,,,0
1.2 Nợ thuê tài sản tài chính dài hạn,,,,,0
2. Vay tài sản tài chính dài hạn,,,,,0
3. Trái phiếu chuyển đổi dài hạn,,,,,0
4. Trái phiếu phát hành dài hạn,,,,,687
5. Phải trả người bán dài hạn,,,0,,0
6. Người mua trả tiền trước dài hạn,,,,,0
7. Chi phí phải trả dài hạn,,,,,0
8. Phải trả nội bộ dài hạn,,,0,,0
9. Doanh thu chưa thực hiện dài hạn,8,27,29,34,34
"10. Nhận ký quỹ, ký cược dài hạn",,,,,0
"11. Phải trả, phải nộp khác dài hạn",1,1,1,0,0
Vốn nhận ủy thác đầu tư dài hạn,,,0,,0
Dự phòng trợ cấp mất việc làm,,,0,,0
12. Dự phòng phải trả dài hạn,,,0,,0
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,,,0,,0
14. Thuế thu nhập hoãn lại phải trả,24,24,10,2,1
15. Quỹ phát triển khoa học và công nghệ,,,0,,0
B. VỐN CHỦ SỞ HỮU (400=410+420),"5,865","6,156","6,313","6,646","6,860"
I. Vốn chủ sở hữu,"5,865","6,156","6,313","6,646","6,860"
1. Vốn đầu tư của chủ sở hữu,,,,,"4,825"
1.1. Vốn góp của chủ sở hữu,"4,273","4,273","4,701","4,801","4,801"
a. Cổ phiếu phổ thông,,,,,"4,801"
b. Cổ phiếu ưu đãi,,,,,0
1.2. Thặng dư vốn cổ phần,29,29,29,29,29
1.3. Quyền chọn chuyển đổi trái phiếu,,,,,0
1.4. Vốn khác của chủ sở hữu,-7,-6,-4,-5,-5
1.5. Cổ phiếu quỹ,0,0,0,0,0
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,,,0,,-3
3. Chênh lệch tỷ giá hối đoái,13,19,31,31,26
4. Quỹ dự trữ điều lệ,,,,,268
Quỹ đầu tư phát triển,,,0,,0
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,373,452,452,452,184
6. Quỹ khác thuộc vốn chủ sở hữu,,,0,,0
7. Lợi nhuận sau thuế chưa phân phối,"1,183","1,389","1,104","1,339","1,480"
7.1. Lợi nhuận đã thực hiện,,,,,"1,702"
7.2. Lợi nhuận chưa thực hiện,,,,,-222
Nguồn vốn đầu tư XDCB,,,0,,0
Quỹ hỗ trợ sắp xếp doanh nghiệp,,,0,,0
8. Lợi ích cổ đông không nắm quyền kiểm soát,83,82,82,81,81
II. Nguồn kinh phí và quỹ khác,,,0,,0
1. Nguồn kinh phí,,,0,,0
2. Nguồn kinh phí đã hình thành TSCĐ,,,0,,0
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"9,985","10,878","11,692","13,397","12,521"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,,,,,0
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,,,,,0
