SSI,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,521,300,41,"1,019",674
2.2. Đầu tư vào công ty con,,,,,0
"2.3 Đầu tư vào công ty liên kết, liên doanh",667,683,709,723,752
2.4 Đầu tư chứng khoán dài hạn,,,,,0
- Chứng khoán sẵn sàng để bán,,,,,0
- Chứng khoán nắm giữ đến ngày đáo hạn,,,,,0
2.5 Đầu tư dài hạn khác,,,,,0
2.6 Dự phòng giảm giá đầu tư dài hạn,,,,,0
II. Tài sản cố định,134,132,131,142,142
1. Tài sản cố định hữu hình,15,14,13,22,22
- Nguyên giá,90,90,90,100,102
- Giá trị hao mòn lũy kế,-75,-76,-77,-79,-80
- Đánh giá TSCĐHH theo giá trị hợp lý,,,,,0
2. Tài sản cố định thuê tài chính,,,,,0
- Nguyên giá,,,,,0
- Giá trị hao mòn lũy kế,,,,,0
- Đánh giá TSCĐTTC theo giá trị hợp lý,,,,,0
3. Tài sản cố định vô hình,119,118,119,120,119
- Nguyên giá,172,172,173,175,176
- Giá trị hao mòn lũy kế,-53,-54,-54,-55,-56
- Đánh giá TSCĐVH theo giá trị hợp lý,,,,,0
III. Bất động sản đầu tư,261,258,261,259,256
- Nguyên giá,308,308,314,314,314
- Giá trị hao mòn lũy kế,-47,-50,-53,-55,-58
- Đánh giá BĐSĐT theo giá trị hợp lý,,,,,0
IV. Chi phí xây dựng cơ bản dở dang,0,0,47,48,51
V. Tài sản dài hạn khác,106,108,153,144,158
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",18,18,19,19,19
2. Chi phí trả trước dài hạn,11,14,26,32,36
3. Tài sản thuế thu nhập hoãn lại,58,57,88,73,68
4. Tiền nộp Quỹ hỗ trợ thanh toán,20,20,20,20,20
5. Tài sản dài hạn khác,,,,,15
6. Lợi thế thương mại,,,,,0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,,,,,0
TỔNG CỘNG TÀI SẢN (270=100+200),"13,507","13,915","13,228","14,964","16,390"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"6,427","6,477","6,075","6,518","7,587"
I. Nợ ngắn hạn,"6,392","6,243","5,842","5,969","6,721"
1. Vay và nợ thuê tài chính ngắn hạn,"5,296","5,373","4,819","5,375","5,954"
1.1. Vay ngắn hạn,"5,296","5,373","4,819","5,375","5,954"
1.2 Nợ thuê tài sản tài chính ngắn hạn,,,,,0
2. Vay tài sản tài chính ngắn hạn,,,,,0
3. Trái phiếu chuyển đổi ngắn hạn,,,,,0
4. Trái phiếu phát hành ngắn hạn,687,376,376,300,0
5. Vay quỹ hỗ trợ thanh toán,,,,,0
6. Phải trả hoạt động giao dịch chứng khoán,2,119,40,0,161
7. Phải trả về lỗi giao dịch các tài sản tài chính,,,,,0
8. Phải trả người bán ngắn hạn,1,2,9,5,4
9. Người mua trả tiền trước ngắn hạn,5,6,4,4,5
10. Thuế và các khoản phải nộp Nhà nước,78,98,74,81,74
11. Phải trả người lao động,4,4,5,4,4
12. Các khoản trích nộp phúc lợi nhân viên,0,0,0,0,0
13. Chi phí phải trả ngắn hạn,37,50,63,60,72
14. Phải trả nội bộ ngắn hạn,,,,,0
15. Doanh thu chưa thực hiện ngắn hạn,0,0,0,0,0
"16. Nhận ký quỹ, ký cược ngắn hạn",,,,,0
"17. Các khoản phải trả, phải nộp khác ngắn hạn",130,64,300,11,260
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",,,,,0
Phải trả tổ chức phát hành chứng khoán,,,,,0
18. Dự phòng phải trả ngắn hạn,,,,,0
Giao dịch mua bán lại trái phiếu chính phủ,,,,,0
19. Quỹ khen thưởng phúc lợi,152,152,152,129,188
II. Nợ dài hạn,35,234,233,550,866
1. Vay và nợ thuê tài chính dài hạn,,,,,0
1.1. Vay dài hạn,,,,,0
1.2 Nợ thuê tài sản tài chính dài hạn,,,,,0
2. Vay tài sản tài chính dài hạn,,,,,0
3. Trái phiếu chuyển đổi dài hạn,,,,,0
4. Trái phiếu phát hành dài hạn,,200,200,500,799
5. Phải trả người bán dài hạn,,,,,0
6. Người mua trả tiền trước dài hạn,,,,,0
7. Chi phí phải trả dài hạn,,,,,0
8. Phải trả nội bộ dài hạn,,,,,0
9. Doanh thu chưa thực hiện dài hạn,34,34,34,34,34
"10. Nhận ký quỹ, ký cược dài hạn",0,0,0,0,0
"11. Phải trả, phải nộp khác dài hạn",,,,,0
Vốn nhận ủy thác đầu tư dài hạn,,,,,0
Dự phòng trợ cấp mất việc làm,,,,,0
12. Dự phòng phải trả dài hạn,,,,,0
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,,,,,0
14. Thuế thu nhập hoãn lại phải trả,1,1,0,16,33
15. Quỹ phát triển khoa học và công nghệ,,,,,0
B. VỐN CHỦ SỞ HỮU (400=410+420),"7,080","7,439","7,153","8,446","8,804"
I. Vốn chủ sở hữu,"7,080","7,439","7,153","8,446","8,804"
1. Vốn đầu tư của chủ sở hữu,"4,821","4,821","4,927","4,928","4,928"
1.1. Vốn góp của chủ sở hữu,"4,801","4,801","4,930","4,901","4,901"
a. Cổ phiếu phổ thông,"4,801","4,801","4,901","4,901","4,901"
b. Cổ phiếu ưu đãi,,,29,,0
1.2. Thặng dư vốn cổ phần,29,29,,29,29
1.3. Quyền chọn chuyển đổi trái phiếu,,,,,0
1.4. Vốn khác của chủ sở hữu,-9,-9,,,0
1.5. Cổ phiếu quỹ,0,0,-2,-2,-2
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,-3,-4,-3,898,994
3. Chênh lệch tỷ giá hối đoái,27,27,34,34,34
4. Quỹ dự trữ điều lệ,312,312,312,312,355
Quỹ đầu tư phát triển,,,,,0
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,227,227,227,227,271
6. Quỹ khác thuộc vốn chủ sở hữu,,,,,0
7. Lợi nhuận sau thuế chưa phân phối,"1,616","1,976","1,576","1,969","2,144"
7.1. Lợi nhuận đã thực hiện,"1,793",-199,-151,"1,997","2,104"
7.2. Lợi nhuận chưa thực hiện,-177,"2,175","1,727",-27,40
Nguồn vốn đầu tư XDCB,,,,,0
Quỹ hỗ trợ sắp xếp doanh nghiệp,,,,,0
8. Lợi ích cổ đông không nắm quyền kiểm soát,80,80,79,78,78
II. Nguồn kinh phí và quỹ khác,,,,,0
1. Nguồn kinh phí,,,,,0
2. Nguồn kinh phí đã hình thành TSCĐ,,,,,0
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"13,507","13,915","13,228","14,964","16,390"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,,,,,0
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,,,,,0
