SSI,Q1/2007,Q2/2007,Q3/2007,Q4/2007,Q1/2008
12. Các khoản phải thu khác,0,18,"1,688",53,0
13. Dự phòng suy giảm giá trị các khoản phải thu,,,,,
Dự phòng các khoản phải thu ngắn hạn khó đòi,0,0,0,0,0
Phải thu khách hàng,0,57,75,159,0
Hàng tồn kho,0,0,0,0,0
Hàng tồn kho (chi tiết),0,0,0,0,0
Dự phòng giảm giá hàng tồn kho,0,0,0,0,0
II. Tài sản ngắn hạn khác,27,27,15,23,15
1. Tạm ứng,,,,,
"2. Vật tư văn phòng, công cụ, dụng cụ",,,,,
3. Chi phí trả trước ngắn hạn,0,8,4,2,0
"4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,,,,
8. Thuế GTGT còn được khấu trừ,0,0,0,0,0
Thuế và các khoản khác phải thu của nhà nước,0,0,0,0,0
Giao dịch mua bán lại trái phiếu Chính phủ (TS),0,0,0,0,0
5. Tài sản ngắn hạn khác,27,19,11,21,15
6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,,,,,
B. TÀI SẢN DÀI HẠN,177,206,291,"3,160","3,074"
I. Tài sản tài chính dài hạn,,,,,
1. Các khoản phải thu dài hạn,0,0,0,0,0
1.1. Phải thu dài hạn của khách hàng,0,0,0,0,0
1.2. Vốn kinh doanh ở các đơn vị trực thuộc,0,0,0,0,0
1.3.  Phải thu dài hạn nội bộ,0,0,0,0,0
1.4. Phải thu dài hạn khác,0,0,0,0,0
1.5. Dự phòng phải thu dài hạn khó đòi,0,0,0,0,0
2. Các khoản đầu tư,155,175,235,"3,051","2,888"
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,,,,,
2.2. Đầu tư vào công ty con,155,0,0,0,0
"2.3 Đầu tư vào công ty liên kết, liên doanh",0,0,0,0,492
2.4 Đầu tư chứng khoán dài hạn,0,175,235,"3,032","2,420"
- Chứng khoán sẵn sàng để bán,0,175,235,"3,032","2,420"
- Chứng khoán nắm giữ đến ngày đáo hạn,0,0,0,0,0
2.5 Đầu tư dài hạn khác,0,0,0,8,78
2.6 Dự phòng giảm giá đầu tư dài hạn,0,0,0,11,-103
II. Tài sản cố định,13,23,43,109,164
1. Tài sản cố định hữu hình,12,22,24,36,39
- Nguyên giá,18,29,32,45,39
- Giá trị hao mòn lũy kế,-5,-6,-8,-9,0
- Đánh giá TSCĐHH theo giá trị hợp lý,,,,,
2. Tài sản cố định thuê tài chính,0,0,0,0,0
- Nguyên giá,0,0,0,0,0
- Giá trị hao mòn lũy kế,0,0,0,0,0
- Đánh giá TSCĐTTC theo giá trị hợp lý,,,,,
3. Tài sản cố định vô hình,1,1,19,72,125
- Nguyên giá,1,2,20,74,125
- Giá trị hao mòn lũy kế,-1,-1,-1,-1,0
- Đánh giá TSCĐVH theo giá trị hợp lý,,,,,
III. Bất động sản đầu tư,0,0,0,0,0
- Nguyên giá,0,0,0,0,0
- Giá trị hao mòn lũy kế,0,0,0,0,0
- Đánh giá BĐSĐT theo giá trị hợp lý,,,,,
IV. Chi phí xây dựng cơ bản dở dang,0,0,0,0,0
V. Tài sản dài hạn khác,9,8,13,0,22
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",,,,,
2. Chi phí trả trước dài hạn,9,6,13,0,22
3. Tài sản thuế thu nhập hoãn lại,0,0,0,0,0
4. Tiền nộp Quỹ hỗ trợ thanh toán,0,0,0,0,0
5. Tài sản dài hạn khác,0,2,0,0,0
6. Lợi thế thương mại,0,0,0,0,0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,,,,,
TỔNG CỘNG TÀI SẢN (270=100+200),"5,085","4,423","6,495","6,134","6,560"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"3,436","2,600","2,466","2,083","2,263"
I. Nợ ngắn hạn,"2,575","1,756","1,821","1,526","1,331"
1. Vay và nợ thuê tài chính ngắn hạn,"2,518",41,0,0,"1,331"
1.1. Vay ngắn hạn,,,,,
1.2 Nợ thuê tài sản tài chính ngắn hạn,,,,,
2. Vay tài sản tài chính ngắn hạn,,,,,
3. Trái phiếu chuyển đổi ngắn hạn,,,,,
4. Trái phiếu phát hành ngắn hạn,,,,,
5. Vay quỹ hỗ trợ thanh toán,,,,,
6. Phải trả hoạt động giao dịch chứng khoán,0,"1,183","1,219","1,237",0
7. Phải trả về lỗi giao dịch các tài sản tài chính,,,,,
8. Phải trả người bán ngắn hạn,0,135,8,104,0
9. Người mua trả tiền trước ngắn hạn,0,0,0,0,0
10. Thuế và các khoản phải nộp Nhà nước,0,-7,-8,73,0
11. Phải trả người lao động,0,0,0,0,0
12. Các khoản trích nộp phúc lợi nhân viên,,,,,
13. Chi phí phải trả ngắn hạn,0,43,56,80,0
14. Phải trả nội bộ ngắn hạn,0,0,0,0,0
15. Doanh thu chưa thực hiện ngắn hạn,,0,0,0,0
"16. Nhận ký quỹ, ký cược ngắn hạn",,,,,
"17. Các khoản phải trả, phải nộp khác ngắn hạn",0,40,12,5,0
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",0,4,2,7,0
Phải trả tổ chức phát hành chứng khoán,0,264,518,13,0
18. Dự phòng phải trả ngắn hạn,0,0,0,0,0
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,0,0
19. Quỹ khen thưởng phúc lợi,58,26,13,8,0
II. Nợ dài hạn,860,843,646,557,932
1. Vay và nợ thuê tài chính dài hạn,860,500,556,556,932
1.1. Vay dài hạn,,,,,
1.2 Nợ thuê tài sản tài chính dài hạn,,,,,
2. Vay tài sản tài chính dài hạn,,,,,
3. Trái phiếu chuyển đổi dài hạn,,,,,
4. Trái phiếu phát hành dài hạn,,,,,
5. Phải trả người bán dài hạn,0,0,0,0,0
6. Người mua trả tiền trước dài hạn,,,,,
7. Chi phí phải trả dài hạn,,,,,
8. Phải trả nội bộ dài hạn,0,0,0,0,0
9. Doanh thu chưa thực hiện dài hạn,,0,0,0,0
"10. Nhận ký quỹ, ký cược dài hạn",,,,,
"11. Phải trả, phải nộp khác dài hạn",0,34,1,1,0
Vốn nhận ủy thác đầu tư dài hạn,0,310,89,0,0
Dự phòng trợ cấp mất việc làm,0,0,0,0,0
12. Dự phòng phải trả dài hạn,0,0,0,0,0
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,0,0,0,0,0
14. Thuế thu nhập hoãn lại phải trả,0,0,0,0,0
15. Quỹ phát triển khoa học và công nghệ,,0,0,0,0
B. VỐN CHỦ SỞ HỮU (400=410+420),"1,649","1,823","4,028","4,052","4,297"
I. Vốn chủ sở hữu,"1,649","1,823","4,028","4,052","4,297"
1. Vốn đầu tư của chủ sở hữu,,,,,
1.1. Vốn góp của chủ sở hữu,500,500,800,"1,200","1,367"
a. Cổ phiếu phổ thông,,,,,
b. Cổ phiếu ưu đãi,,,,,
1.2. Thặng dư vốn cổ phần,511,511,"2,396","1,996","1,996"
1.3. Quyền chọn chuyển đổi trái phiếu,,,,,
1.4. Vốn khác của chủ sở hữu,0,0,0,0,0
1.5. Cổ phiếu quỹ,0,0,0,0,0
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,0,0,0,0,0
3. Chênh lệch tỷ giá hối đoái,0,0,0,0,0
4. Quỹ dự trữ điều lệ,,,,,
Quỹ đầu tư phát triển,0,0,0,0,935
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,0,27,27,27,0
6. Quỹ khác thuộc vốn chủ sở hữu,0,0,0,0,0
7. Lợi nhuận sau thuế chưa phân phối,638,813,805,829,0
7.1. Lợi nhuận đã thực hiện,,,,,
7.2. Lợi nhuận chưa thực hiện,,,,,
Nguồn vốn đầu tư XDCB,0,0,0,0,0
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,0,0
8. Lợi ích cổ đông không nắm quyền kiểm soát,0,0,0,0,0
II. Nguồn kinh phí và quỹ khác,0,0,0,0,0
1. Nguồn kinh phí,0,0,0,0,0
2. Nguồn kinh phí đã hình thành TSCĐ,0,0,0,0,0
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"5,085","4,423","6,495","6,134","6,560"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,,,,,
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,,,,,
