SSI,Q3/2012,Q4/2012,Q1/2013,Q2/2013,Q3/2013
5. Tài sản ngắn hạn khác,3,2,3,3,3
6. Dự phòng suy giảm giá trị tài sản ngắn hạn khác,,,,,
B. TÀI SẢN DÀI HẠN,"3,305","3,144","3,299","3,298","3,343"
I. Tài sản tài chính dài hạn,,,,,
1. Các khoản phải thu dài hạn,0,,,"1,157",
1.1. Phải thu dài hạn của khách hàng,0,,,,
1.2. Vốn kinh doanh ở các đơn vị trực thuộc,0,,,,
1.3.  Phải thu dài hạn nội bộ,0,,,,
1.4. Phải thu dài hạn khác,0,,,"1,218",
1.5. Dự phòng phải thu dài hạn khó đòi,0,,,-61,
2. Các khoản đầu tư,"2,807","2,647","2,810","2,811","2,863"
2.1. Các khoản đầu tư nắm giữ đến ngày đáo hạn,,,,,
2.2. Đầu tư vào công ty con,0,,,342,
"2.3 Đầu tư vào công ty liên kết, liên doanh","1,406","1,216","1,455","1,360","1,363"
2.4 Đầu tư chứng khoán dài hạn,"1,051","1,057",954,"1,050","1,094"
- Chứng khoán sẵn sàng để bán,"1,051","1,057",954,"1,050","1,094"
- Chứng khoán nắm giữ đến ngày đáo hạn,0,,,,
2.5 Đầu tư dài hạn khác,549,549,549,549,549
2.6 Dự phòng giảm giá đầu tư dài hạn,-199,-175,-148,-148,-143
II. Tài sản cố định,147,145,141,141,138
1. Tài sản cố định hữu hình,24,24,21,23,21
- Nguyên giá,94,96,96,81,79
- Giá trị hao mòn lũy kế,-70,-72,-75,-58,-58
- Đánh giá TSCĐHH theo giá trị hợp lý,,,,,
2. Tài sản cố định thuê tài chính,0,,,,
- Nguyên giá,0,,,,
- Giá trị hao mòn lũy kế,0,,,,
- Đánh giá TSCĐTTC theo giá trị hợp lý,,,,,
3. Tài sản cố định vô hình,122,121,119,118,117
- Nguyên giá,155,156,156,156,157
- Giá trị hao mòn lũy kế,-33,-35,-37,-39,-40
- Đánh giá TSCĐVH theo giá trị hợp lý,,,,,
III. Bất động sản đầu tư,271,269,267,265,263
- Nguyên giá,284,284,284,282,284
- Giá trị hao mòn lũy kế,-12,-14,-16,-17,-21
- Đánh giá BĐSĐT theo giá trị hợp lý,,,,,
IV. Chi phí xây dựng cơ bản dở dang,1,,,,
V. Tài sản dài hạn khác,80,83,81,81,79
"1. Cầm cố, thế chấp, ký quỹ, ký cược dài hạn",,,,,
2. Chi phí trả trước dài hạn,11,9,7,4,2
3. Tài sản thuế thu nhập hoãn lại,47,53,50,53,53
4. Tiền nộp Quỹ hỗ trợ thanh toán,15,15,17,17,17
5. Tài sản dài hạn khác,6,6,6,6,6
6. Lợi thế thương mại,0,,,,
VI. Dự phòng suy giảm giá trị tài sản dài hạn,,,,,
TỔNG CỘNG TÀI SẢN (270=100+200),"8,209","7,981","8,451","9,029","8,439"
NGUỒN VỐN,,,,,
A. NỢ PHẢI TRẢ (300=310+340),"3,097","2,706","3,001","3,862","3,181"
I. Nợ ngắn hạn,"3,066","2,678","2,985","3,842","3,148"
1. Vay và nợ thuê tài chính ngắn hạn,178,358,161,,75
1.1. Vay ngắn hạn,,,,,
1.2 Nợ thuê tài sản tài chính ngắn hạn,,,,,
2. Vay tài sản tài chính ngắn hạn,,,,,
3. Trái phiếu chuyển đổi ngắn hạn,,,,,
4. Trái phiếu phát hành ngắn hạn,,,,,
5. Vay quỹ hỗ trợ thanh toán,,,,,
6. Phải trả hoạt động giao dịch chứng khoán,687,912,851,906,862
7. Phải trả về lỗi giao dịch các tài sản tài chính,,,,,
8. Phải trả người bán ngắn hạn,0,10,10,1,0
9. Người mua trả tiền trước ngắn hạn,399,99,99,113,120
10. Thuế và các khoản phải nộp Nhà nước,7,19,41,20,15
11. Phải trả người lao động,0,0,0,0,0
12. Các khoản trích nộp phúc lợi nhân viên,,,,,
13. Chi phí phải trả ngắn hạn,46,9,14,21,16
14. Phải trả nội bộ ngắn hạn,0,,,,
15. Doanh thu chưa thực hiện ngắn hạn,3,1,1,1,1
"16. Nhận ký quỹ, ký cược ngắn hạn",,,,,
"17. Các khoản phải trả, phải nộp khác ngắn hạn","1,223","1,190","1,734","2,331","1,959"
"Phải trả hộ cổ tức, gốc và lãi trái phiếu",446,4,7,358,8
Phải trả tổ chức phát hành chứng khoán,1,1,1,1,1
18. Dự phòng phải trả ngắn hạn,0,,,,
Giao dịch mua bán lại trái phiếu chính phủ,0,,,,
19. Quỹ khen thưởng phúc lợi,76,75,66,91,90
II. Nợ dài hạn,30,28,15,20,33
1. Vay và nợ thuê tài chính dài hạn,0,1,,,
1.1. Vay dài hạn,,,,,
1.2 Nợ thuê tài sản tài chính dài hạn,,,,,
2. Vay tài sản tài chính dài hạn,,,,,
3. Trái phiếu chuyển đổi dài hạn,,,,,
4. Trái phiếu phát hành dài hạn,,,,,
5. Phải trả người bán dài hạn,0,,,,
6. Người mua trả tiền trước dài hạn,,,,,
7. Chi phí phải trả dài hạn,,,,,
8. Phải trả nội bộ dài hạn,0,,,,
9. Doanh thu chưa thực hiện dài hạn,0,,,,
"10. Nhận ký quỹ, ký cược dài hạn",,,,,
"11. Phải trả, phải nộp khác dài hạn",1,,0,1,1
Vốn nhận ủy thác đầu tư dài hạn,0,,,,
Dự phòng trợ cấp mất việc làm,3,,,,
12. Dự phòng phải trả dài hạn,0,,,,
13. Dự phòng bồi thường thiệt hại cho nhà đầu tư,0,,,,
14. Thuế thu nhập hoãn lại phải trả,26,27,15,19,32
15. Quỹ phát triển khoa học và công nghệ,0,,,,
B. VỐN CHỦ SỞ HỮU (400=410+420),"5,029","5,192","5,367","5,083","5,175"
I. Vốn chủ sở hữu,"5,029","5,192","5,367","5,083","5,175"
1. Vốn đầu tư của chủ sở hữu,,,,,
1.1. Vốn góp của chủ sở hữu,"3,526","3,526","3,538","3,538","3,538"
a. Cổ phiếu phổ thông,,,,,
b. Cổ phiếu ưu đãi,,,,,
1.2. Thặng dư vốn cổ phần,341,341,345,345,345
1.3. Quyền chọn chuyển đổi trái phiếu,,,,,
1.4. Vốn khác của chủ sở hữu,-1,-3,-3,-3,-5
1.5. Cổ phiếu quỹ,-89,-89,-89,-89,-89
2. Chênh lệch đánh giá lại tài sản theo giá trị hợp lý,0,,,,
3. Chênh lệch tỷ giá hối đoái,0,,,,
4. Quỹ dự trữ điều lệ,,,,,
Quỹ đầu tư phát triển,0,,,,
5. Quỹ dự phòng tài chính và rủi ro nghề nghiệp,289,289,289,336,336
6. Quỹ khác thuộc vốn chủ sở hữu,0,,,,
7. Lợi nhuận sau thuế chưa phân phối,963,"1,127","1,287",956,"1,050"
7.1. Lợi nhuận đã thực hiện,,,,,
7.2. Lợi nhuận chưa thực hiện,,,,,
Nguồn vốn đầu tư XDCB,0,,,,
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,,,,
8. Lợi ích cổ đông không nắm quyền kiểm soát,84,84,83,83,83
II. Nguồn kinh phí và quỹ khác,0,,,,
1. Nguồn kinh phí,0,,,,
2. Nguồn kinh phí đã hình thành TSCĐ,0,,,,
TỔNG CỘNG NGUỒN VỐN  (440=300+400),"8,209","7,981","8,451","9,029","8,439"
LỢI NHUẬN ĐÃ PHÂN PHỐI CHO NHÀ ĐẦU TƯ,,,,,
1. Lợi nhuận đã phân phối cho Nhà đầu tư trong năm,,,,,
