ACB,Q2/2011,Q3/2011,Q4/2011,Q1/2012,Q2/2012
I. Các khoản nợ Chính phủ và NHNN,0,"2,780","6,530",0,0
II. Tiền gửi và vay các TCTD khác,"36,787","33,590","34,714","19,782","19,922"
1. Tiền gửi của các TCTD khác,"36,787","33,590","34,714","19,782","19,672"
2. Vay các TCTD khác,0,0,0,0,250
III. Tiền gửi của khách hàng,"141,439","148,380","142,218","145,092","145,616"
IV. Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,0,0,0,0
"V. Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",350,315,332,365,335
VI. Phát hành giấy tờ có giá,"35,826","45,787","50,708","55,435","53,968"
VII. Các khoản nợ khác,"6,772","20,659","32,684","32,190","22,471"
"1. Các khoản lãi, phí phải trả","2,218","5,938","4,806","5,509","4,451"
2. Thuế TNDN hoãn lại phải trả,0,0,0,0,0
3. Các khoản phải trả và công nợ khác,"4,507","14,672","27,828","26,632","17,971"
4. Dự phòng rủi ro khác (Dự phòng cho công nợ tiềm ẩn và cam kết ngoại bảng),47,49,-51,-49,49
TỔNG NỢ PHẢI TRẢ,"12,091","251,512","267,188","252,865","242,311"
VIII. Vốn và các quỹ,"12,091","12,488","13,845","12,691","13,561"
1. Vốn của TCTD,"9,377","9,377","9,377","9,377","9,377"
a. Vốn điều lệ,"9,377","9,377","9,377","9,377","9,377"
b. Vốn đầu tư XDCB,0,0,0,0,0
c. Thặng dư vốn cổ phần,0,0,0,0,0
d. Cổ phiếu quỹ,0,0,0,0,0
e. Cổ phiếu ưu đãi,0,0,0,0,0
g. Vốn khác,0,0,0,0,0
2. Quỹ của TCTD,"1,275","1,264","1,753","2,469","2,448"
3. Chênh lệch tỷ giá hối đoái,228,-13,0,2,118
4. Chênh lệch đánh giá lại tài sản,0,0,0,0,0
5. Lợi nhuận chưa phân phối/Lỗ lũy kế,"1,210","1,861","2,715",843,"1,619"
6. Lợi ích cổ đông không kiểm soát,,,,,
IX. Lợi ích của cổ đông thiểu số,0,0,0,0,0
TỔNG NỢ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,"233,266","264,000","281,033","265,556","255,872"
