SSI,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022
Lợi nhuận gộp của hoạt động kinh doanh,"1,021","1,105","1,353","1,191",934
III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,
3.1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,5,1,1,35,-9
"3.2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định phát sinh trong kỳ",4,5,6,5,5
"3.3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,241,,
3.4. Doanh thu khác về đầu tư,10,14,44,20,2
Cộng doanh thu hoạt động tài chính (41->44),19,20,293,60,-2
IV. CHÍ PHÍ TÀI CHÍNH,,,,,
4.1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thưc hiện,3,16,5,27,49
4.2. Chi phí lãi vay,230,289,289,264,279
"4.3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,,,
4.4. Chi phí đầu tư khác,8,13,19,10,14
Cộng chi phí tài chính (51->54),240,318,313,302,342
V. CHI PHÍ BÁN HÀNG,,,,,
VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,67,69,79,67,69
VII. KẾT QUẢ HOẠT ĐỘNG,733,737,"1,254",883,521
VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,
8.1. Thu nhập khác,1,112,0,0,2
8.2. Chi phí khác,0,0,1,0,0
Cộng kết quả hoạt động khác,1,112,-1,0,2
"Lãi/lỗ từ công ty liên doanh, liên kết",,,,,
IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,733,848,"1,253",883,523
9.1. Lợi nhuận đã thực hiện,717,855,"1,089",993,618
9.2. Lợi nhuận chưa thực hiện,16,-6,164,-109,-95
X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,143,166,255,177,101
10.1. Chi phí thuế TNDN hiện hành,157,159,227,218,108
10.2. Chi phí thuế TNDN hoãn lại,-14,7,28,-41,-7
XI.  LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,591,683,998,706,421
11.1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,591,683,998,707,422
"11.2. Lợi nhuận sau thuế trích các Quỹ (Quỹ dự trữ điều lệ, Quỹ Dự phòng tài chính và rủi ro nghề nghiệp theo quy định của Điều lệ Công ty là %)",,,,,
11.3.  Lợi nhuận thuần phân bổ cho  lợi ích cổ đông không kiểm soát,0,-1,0,0,-1
XII. THU NHẬP (LỖ) TOÀN DIỆN KHÁC SAU THUẾ TNDN,,,,,
12.1. Lãi/(Lỗ) từ đánh giá lại các khoản đầu tư giữ đến ngày đáo hạn,,,,,
12.2.Lãi/(Lỗ) từ đánh giá lại các tài sản tài chính sẵn sàng để bán,,,,,
"12.3. Lãi (lỗ) toàn diện khác được chia từ hoạt động đầu tư vào công ty con, đầu tư liên kết, liên doanh",,,,,
12.4. Lãi/(Lỗ) từ đánh giá lại các công cụ tài chính phái sinh,,,,,
12.5. Lãi/(lỗ) chênh lệch tỷ giá của hoạt động tại nước ngoài,,,,,
"12.6. Lãi, lỗ từ các khoản đầu tư vào công ty con. Công ty liên kết, liên doanh chưa chia",,,,,
"12.7. Lãi, lỗ đánh giá công cụ phái sinh",,,,,
"12.8. Lãi, lỗ đánh giá lại tài sản cố định theo mô hình giá trị hợp lý",,,,,
Tổng thu nhập toàn diện,,,,,
Thu nhập toàn diện phân bổ cho chủ sở hữu,,,,,
Thu nhập toàn diện phân bổ cho cổ đông không nắm quyền kiểm soát,,,,,
XIII. THU NHẬP THUẦN TRÊN CỔ PHIẾU PHỔ THÔNG,,,,,
13.1.Lãi cơ bản trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
13.2.Thu nhập pha loãng trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
