SSI,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018
2.7. Chi phí môi giới chứng khoán,118,178,217,240,151
"2.8. Chi phí hoạt động bảo lãnh, đại lý phát hành chứng  khoán",,0,,,1
2.9. Chi phí tư vấn,7,48,12,9,20
"2.10. Chi phí hoạt động đấu giá, ủy thác",,,,,
2.11. Chi phí lưu ký chứng khoán,5,5,5,6,6
2.12. Chi phí khác,39,41,58,23,22
"Trong đó: Chi phí sửa lỗi giao dịch chứng khoán, lỗi khác",,,,,
- Chi phí trực tiếp hoạt động kinh doanh chứng khoán,,,,,
- Chi phí dự phòng chứng khoán,,,,,
Cộng chi phí hoạt động (21->33),331,470,446,491,238
Lợi nhuận gộp của hoạt động kinh doanh,301,556,579,404,636
III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,
3.1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,0,0,0,0,3
"3.2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định phát sinh trong kỳ",8,7,8,8,4
"3.3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,,113,
3.4. Doanh thu khác về đầu tư,55,15,24,14,12
Cộng doanh thu hoạt động tài chính (41->44),63,23,32,135,19
IV. CHÍ PHÍ TÀI CHÍNH,,,,,
4.1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thưc hiện,1,0,0,0,3
4.2. Chi phí lãi vay,86,105,116,129,138
"4.3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,,,
4.4. Chi phí đầu tư khác,,,0,,3
Cộng chi phí tài chính (51->54),87,105,117,129,144
V. CHI PHÍ BÁN HÀNG,,,,,
VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,34,58,40,33,43
VII. KẾT QUẢ HOẠT ĐỘNG,243,415,454,377,468
VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,
8.1. Thu nhập khác,1,11,55,1,1
8.2. Chi phí khác,0,0,0,2,0
Cộng kết quả hoạt động khác,1,11,55,-1,1
"Lãi/lỗ từ công ty liên doanh, liên kết",,,,,
IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,244,426,509,376,469
9.1. Lợi nhuận đã thực hiện,321,416,582,504,361
9.2. Lợi nhuận chưa thực hiện,-76,10,-72,-127,108
X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,28,79,94,75,91
10.1. Chi phí thuế TNDN hiện hành,36,82,106,83,84
10.2. Chi phí thuế TNDN hoãn lại,-8,-3,-12,-8,7
XI.  LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,217,347,415,302,378
11.1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,217,346,416,302,379
"11.2. Lợi nhuận sau thuế trích các Quỹ (Quỹ dự trữ điều lệ, Quỹ Dự phòng tài chính và rủi ro nghề nghiệp theo quy định của Điều lệ Công ty là %)",,,,,
11.3.  Lợi nhuận thuần phân bổ cho  lợi ích cổ đông không kiểm soát,-1,1,-1,0,-1
XII. THU NHẬP (LỖ) TOÀN DIỆN KHÁC SAU THUẾ TNDN,,,,,
12.1. Lãi/(Lỗ) từ đánh giá lại các khoản đầu tư giữ đến ngày đáo hạn,,,,-70,
12.2.Lãi/(Lỗ) từ đánh giá lại các tài sản tài chính sẵn sàng để bán,-125,-231,-122,,-16
"12.3. Lãi (lỗ) toàn diện khác được chia từ hoạt động đầu tư vào công ty con, đầu tư liên kết, liên doanh",,,,,
12.4. Lãi/(Lỗ) từ đánh giá lại các công cụ tài chính phái sinh,,,,,
12.5. Lãi/(lỗ) chênh lệch tỷ giá của hoạt động tại nước ngoài,,,,,
"12.6. Lãi, lỗ từ các khoản đầu tư vào công ty con. Công ty liên kết, liên doanh chưa chia",,,,,
"12.7. Lãi, lỗ đánh giá công cụ phái sinh",,,,,
"12.8. Lãi, lỗ đánh giá lại tài sản cố định theo mô hình giá trị hợp lý",,,,,
Tổng thu nhập toàn diện,-125,-231,-122,-70,-16
Thu nhập toàn diện phân bổ cho chủ sở hữu,,,,,
Thu nhập toàn diện phân bổ cho cổ đông không nắm quyền kiểm soát,,,,,
XIII. THU NHẬP THUẦN TRÊN CỔ PHIẾU PHỔ THÔNG,,,,,
13.1.Lãi cơ bản trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
13.2.Thu nhập pha loãng trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
