SSI,Q2/2016,Q3/2016,Q4/2016,Q1/2017,Q2/2017
III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,
3.1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,0,0,0,0,0
"3.2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định phát sinh trong kỳ",6,6,5,14,9
"3.3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,0,0,
3.4. Doanh thu khác về đầu tư,,19,14,16,18
Cộng doanh thu hoạt động tài chính (41->44),6,25,18,31,28
IV. CHÍ PHÍ TÀI CHÍNH,,,,,
4.1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thưc hiện,0,0,0,0,1
4.2. Chi phí lãi vay,67,76,70,76,76
"4.3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,0,0,
4.4. Chi phí đầu tư khác,,,0,0,
Cộng chi phí tài chính (51->54),67,76,70,76,77
V. CHI PHÍ BÁN HÀNG,,,0,0,
VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,39,35,37,32,44
VII. KẾT QUẢ HOẠT ĐỘNG,326,440,107,364,370
VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,
8.1. Thu nhập khác,0,1,1,0,1
8.2. Chi phí khác,0,0,0,0,0
Cộng kết quả hoạt động khác,0,1,1,0,1
"Lãi/lỗ từ công ty liên doanh, liên kết",14,,0,0,
IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,340,440,108,364,371
9.1. Lợi nhuận đã thực hiện,295,463,60,347,286
9.2. Lợi nhuận chưa thực hiện,45,-23,48,17,85
X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,58,81,16,70,67
10.1. Chi phí thuế TNDN hiện hành,64,80,48,63,46
10.2. Chi phí thuế TNDN hoãn lại,-6,1,-32,7,21
XI.  LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,283,360,91,294,304
11.1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,283,360,92,295,304
"11.2. Lợi nhuận sau thuế trích các Quỹ (Quỹ dự trữ điều lệ, Quỹ Dự phòng tài chính và rủi ro nghề nghiệp theo quy định của Điều lệ Công ty là %)",,,0,0,
11.3.  Lợi nhuận thuần phân bổ cho  lợi ích cổ đông không kiểm soát,0,-1,-1,-1,-1
XII. THU NHẬP (LỖ) TOÀN DIỆN KHÁC SAU THUẾ TNDN,,-1,1,0,
12.1. Lãi/(Lỗ) từ đánh giá lại các khoản đầu tư giữ đến ngày đáo hạn,,,0,0,
12.2.Lãi/(Lỗ) từ đánh giá lại các tài sản tài chính sẵn sàng để bán,0,-1,1,245,96
"12.3. Lãi (lỗ) toàn diện khác được chia từ hoạt động đầu tư vào công ty con, đầu tư liên kết, liên doanh",,,0,0,
12.4. Lãi/(Lỗ) từ đánh giá lại các công cụ tài chính phái sinh,,,0,0,
12.5. Lãi/(lỗ) chênh lệch tỷ giá của hoạt động tại nước ngoài,,,0,0,
"12.6. Lãi, lỗ từ các khoản đầu tư vào công ty con. Công ty liên kết, liên doanh chưa chia",,,0,0,
"12.7. Lãi, lỗ đánh giá công cụ phái sinh",,,0,0,
"12.8. Lãi, lỗ đánh giá lại tài sản cố định theo mô hình giá trị hợp lý",,,0,0,
Tổng thu nhập toàn diện,0,359,92,0,400
Thu nhập toàn diện phân bổ cho chủ sở hữu,,,0,0,
Thu nhập toàn diện phân bổ cho cổ đông không nắm quyền kiểm soát,,,0,0,
XIII. THU NHẬP THUẦN TRÊN CỔ PHIẾU PHỔ THÔNG,,,,,
13.1.Lãi cơ bản trên cổ phiếu (Đồng/1 cổ phiếu),,,0,0,
13.2.Thu nhập pha loãng trên cổ phiếu (Đồng/1 cổ phiếu),,,0,0,
