SSI,Q4/2023,Q1/2024,Q2/2024,Q3/2024,Q4/2024
d. Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,36,63,8,42,78
2.2. Lỗ các khoản đầu tư năm giữ đến ngày đáo hạn (HTM),,,,,
"2.3. Chi phí lãi vay, lỗ từ các khoản cho vay và phải thu",,,,,
2.4 Lỗ bán các tài sản tài chính sẵn sàng để bán (AFS),26,,,,
"Chi phí dự phòng TSTC, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm TSTC và chi phí đi vay của các khoản cho vay",0,,,0,35
2.5. Lỗ từ các tài sản tài chính phái sinh phòng ngừa rủi ro,,,,,
2.6. Chi phí hoạt động tự doanh,15,23,44,35,41
2.7. Chi phí môi giới chứng khoán,357,348,357,294,312
"2.8. Chi phí hoạt động bảo lãnh, đại lý phát hành chứng  khoán",5,,0,0,9
2.9. Chi phí tư vấn,26,13,10,8,14
"2.10. Chi phí hoạt động đấu giá, ủy thác",,,,,
2.11. Chi phí lưu ký chứng khoán,11,10,10,11,11
2.12. Chi phí khác,101,35,41,45,123
"Trong đó: Chi phí sửa lỗi giao dịch chứng khoán, lỗi khác",,,,,
- Chi phí trực tiếp hoạt động kinh doanh chứng khoán,,,,,
- Chi phí dự phòng chứng khoán,,,,,
Cộng chi phí hoạt động (21->33),926,596,851,636,"1,205"
Lợi nhuận gộp của hoạt động kinh doanh,"1,121","1,377","1,457","1,392","1,016"
III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,
3.1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,1,11,5,4,10
"3.2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định phát sinh trong kỳ",8,6,9,14,7
"3.3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,,,
3.4. Doanh thu khác về đầu tư,38,22,41,22,27
Cộng doanh thu hoạt động tài chính (41->44),48,40,55,40,44
IV. CHÍ PHÍ TÀI CHÍNH,,,,,
4.1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thưc hiện,3,6,0,19,3
4.2. Chi phí lãi vay,393,383,351,366,406
"4.3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,,,,
4.4. Chi phí đầu tư khác,14,2,36,1,2
Cộng chi phí tài chính (51->54),411,391,388,385,411
V. CHI PHÍ BÁN HÀNG,,,,,
VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,114,83,65,61,93
VII. KẾT QUẢ HOẠT ĐỘNG,644,942,"1,060",986,556
VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,
8.1. Thu nhập khác,1,1,1,1,1
8.2. Chi phí khác,0,0,1,0,2
Cộng kết quả hoạt động khác,1,0,0,0,-1
"Lãi/lỗ từ công ty liên doanh, liên kết",,,,,
IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,644,943,"1,059",987,555
9.1. Lợi nhuận đã thực hiện,726,957,"1,084",774,825
9.2. Lợi nhuận chưa thực hiện,-82,-14,-25,213,-270
X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP,130,178,211,193,116
10.1. Chi phí thuế TNDN hiện hành,133,193,197,172,133
10.2. Chi phí thuế TNDN hoãn lại,-4,-15,14,21,-16
XI.  LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,514,764,848,794,438
11.1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,516,764,849,795,428
"11.2. Lợi nhuận sau thuế trích các Quỹ (Quỹ dự trữ điều lệ, Quỹ Dự phòng tài chính và rủi ro nghề nghiệp theo quy định của Điều lệ Công ty là %)",,,,,
11.3.  Lợi nhuận thuần phân bổ cho  lợi ích cổ đông không kiểm soát,-1,0,0,-1,11
XII. THU NHẬP (LỖ) TOÀN DIỆN KHÁC SAU THUẾ TNDN,,,,,
12.1. Lãi/(Lỗ) từ đánh giá lại các khoản đầu tư giữ đến ngày đáo hạn,,,,,
12.2.Lãi/(Lỗ) từ đánh giá lại các tài sản tài chính sẵn sàng để bán,20,9,15,3,9
"12.3. Lãi (lỗ) toàn diện khác được chia từ hoạt động đầu tư vào công ty con, đầu tư liên kết, liên doanh",,,,,
12.4. Lãi/(Lỗ) từ đánh giá lại các công cụ tài chính phái sinh,,,,,
12.5. Lãi/(lỗ) chênh lệch tỷ giá của hoạt động tại nước ngoài,,,,,
"12.6. Lãi, lỗ từ các khoản đầu tư vào công ty con. Công ty liên kết, liên doanh chưa chia",,,,,
"12.7. Lãi, lỗ đánh giá công cụ phái sinh",,,,,
"12.8. Lãi, lỗ đánh giá lại tài sản cố định theo mô hình giá trị hợp lý",,,,,
Tổng thu nhập toàn diện,20,9,15,3,9
Thu nhập toàn diện phân bổ cho chủ sở hữu,,,,,
Thu nhập toàn diện phân bổ cho cổ đông không nắm quyền kiểm soát,,,,,
XIII. THU NHẬP THUẦN TRÊN CỔ PHIẾU PHỔ THÔNG,,,,,
13.1.Lãi cơ bản trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
13.2.Thu nhập pha loãng trên cổ phiếu (Đồng/1 cổ phiếu),,,,,
